user_id,skill_name,problem_id,correct,emotions
USER-11,POLINOMIO,PX3,1,1
USER-11,POLINOMIO,PX4,0,4
USER-11,POLINOMIO,PX5,0,1
USER-11,POLINOMIO,PX6,1,1
USER-11,ECUACION,E1,0,4
USER-11,ECUACION,E2,0,4
USER-11,ECUACION,E3,1,1
USER-11,ECUACION,E4,0,1
USER-11,ECUACION,E5,1,4
USER-11,ECUACION,E6,0,4
